age,sleep_hours,morning_freshness,screen_time,use_phone_before_sleep,stress_level,phone_anxiety,health_app_use,sleep_quality,phone_affects_sleep,screen_sleep_ratio,age_group,sleep_category,morning_freshness_encoded,use_phone_before_sleep_encoded,phone_anxiety_encoded,health_app_use_encoded,sleep_quality_encoded,phone_affects_sleep_encoded,age_scaled,sleep_hours_scaled,screen_time_scaled,stress_level_scaled,screen_sleep_ratio_scaled
17,7.5,no,7.0,yes,3,no,yes,good,not sure,0.9333333333333333,<=18,adequate,0,1,0,1,1,1,0.050000000000000044,0.5263157894736843,0.2972972972972973,0.2222222222222222,0.09401709401709403
17,8.0,yes,8.0,yes,5,no,yes,good,no,1.0,<=18,adequate,2,1,0,1,1,0,0.050000000000000044,0.5789473684210527,0.35135135135135137,0.4444444444444445,0.10256410256410257
17,10.0,yes,13.0,yes,6,no,no,good,no,1.3,<=18,high,2,1,0,0,1,0,0.050000000000000044,0.7894736842105263,0.6216216216216217,0.5555555555555556,0.14102564102564102
19,6.0,no,12.0,yes,7,no,no,bad,yes,2.0,19-25,low,0,1,0,0,0,2,0.10000000000000003,0.3684210526315789,0.5675675675675675,0.6666666666666665,0.23076923076923078
21,5.0,no,18.0,yes,5,no,no,good,not sure,3.6,19-25,very_low,0,1,0,0,1,1,0.15000000000000002,0.2631578947368421,0.8918918918918919,0.4444444444444445,0.43589743589743596
16,6.0,yes,10.0,yes,10,no,no,bad,yes,1.6666666666666667,<=18,low,2,1,0,0,0,2,0.025000000000000022,0.3684210526315789,0.4594594594594595,1.0,0.1880341880341881
36,4.5,no,15.0,yes,8,yes,no,bad,yes,3.3333333333333335,36-50,very_low,0,1,1,0,0,2,0.525,0.21052631578947367,0.7297297297297298,0.7777777777777777,0.4017094017094018
29,4.0,no,5.0,yes,3,no,no,good,no,1.25,26-35,very_low,0,1,0,0,1,0,0.3500000000000001,0.15789473684210525,0.1891891891891892,0.2222222222222222,0.13461538461538464
17,5.0,no,1.5,yes,9,no,no,good,not sure,0.3,<=18,very_low,0,1,0,0,1,1,0.050000000000000044,0.2631578947368421,0.0,0.8888888888888888,0.012820512820512817
16,7.0,yes,7.0,yes,8,no,yes,bad,yes,1.0,<=18,low,2,1,0,1,0,2,0.025000000000000022,0.47368421052631576,0.2972972972972973,0.7777777777777777,0.10256410256410257
18,8.0,no,13.0,yes,5,no,no,bad,not sure,1.625,<=18,adequate,0,1,0,0,0,1,0.07500000000000001,0.5789473684210527,0.6216216216216217,0.4444444444444445,0.1826923076923077
17,9.0,no,11.3,yes,1,no,yes,good,no,1.2555555555555555,<=18,adequate,0,1,0,1,1,0,0.050000000000000044,0.6842105263157894,0.5297297297297299,0.0,0.13532763532763536
17,2.5,no,20.0,yes,4,yes,no,bad,yes,8.0,<=18,very_low,0,1,1,0,0,2,0.050000000000000044,0.0,1.0,0.3333333333333333,1.0000000000000002
18,8.0,yes,5.0,yes,4,yes,no,good,not sure,0.625,<=18,adequate,2,1,1,0,1,1,0.07500000000000001,0.5789473684210527,0.1891891891891892,0.3333333333333333,0.05448717948717949
19,6.5,no,10.0,yes,7,no,no,bad,yes,1.5384615384615385,19-25,low,0,1,0,0,0,2,0.10000000000000003,0.4210526315789473,0.4594594594594595,0.6666666666666665,0.17159763313609472
